0,0,1
0.056698,0.1745,0.98302
-0.14844,0.10785,0.98302
0.18348,0,0.98302
-0.14844,-0.10785,0.98302
0.056698,-0.1745,0.98302
-0.092817,0.28566,0.95382
0.243,0.17655,0.95382
-0.30036,3.6784e-17,0.95382
0.243,-0.17655,0.95382
-0.092817,-0.28566,0.95382
0.11147,0.34307,0.93267
-0.29184,0.21203,0.93267
0.36073,0,0.93267
-0.29184,-0.21203,0.93267
0.11147,-0.34307,0.93267
-0.038862,0.46991,0.88186
-0.24476,0.40301,0.88186
0.30765,0.35732,0.88186
0.4349,0.18217,0.88186
-0.45892,0.10825,0.88186
-0.45892,-0.10825,0.88186
0.4349,-0.18217,0.88186
0.30765,-0.35732,0.88186
-0.24476,-0.40301,0.88186
-0.038862,-0.46991,0.88186
0.16246,0.5,0.85065
-0.42533,0.30902,0.85065
-0.42533,-0.30902,0.85065
0.16246,-0.5,0.85065
0.52573,0,0.85065
-0.18759,0.57735,0.79465
0.49112,0.35682,0.79465
-0.60706,7.4344e-17,0.79465
0.49112,-0.35682,0.79465
-0.18759,-0.57735,0.79465
-0.37369,0.49668,0.78337
-0.58785,0.20192,0.78337
-0.58785,-0.20192,0.78337
-0.37369,-0.49668,0.78337
0.010384,0.62147,0.78337
0.35689,0.50889,0.78337
0.59427,0.18217,0.78337
0.59427,-0.18217,0.78337
0.35689,-0.50889,0.78337
0.010384,-0.62147,0.78337
-0.54437,0.39551,0.73975
-0.54437,-0.39551,0.73975
0.20793,0.63995,0.73975
0.67288,0,0.73975
0.20793,-0.63995,0.73975
-0.31678,0.67183,0.66955
0.54106,0.50889,0.66955
0.65118,0.35732,0.66955
-0.73684,0.093673,0.66955
-0.73684,-0.093673,0.66955
0.54106,-0.50889,0.66955
-0.31678,-0.67183,0.66955
-0.13861,0.72972,0.66955
0.65118,-0.35732,0.66955
-0.13861,-0.72972,0.66955
0.062141,0.76257,0.64391
0.39796,0.65346,0.64391
-0.4985,0.58041,0.64391
-0.70605,0.29475,0.64391
0.74445,0.17655,0.64391
0.74445,-0.17655,0.64391
-0.70605,-0.29475,0.64391
-0.4985,-0.58041,0.64391
0.39796,-0.65346,0.64391
0.062141,-0.76257,0.64391
-0.64494,0.46858,0.60373
-0.64494,-0.46858,0.60373
0.24634,0.75817,0.60373
0.24634,-0.75817,0.60373
0.79719,0,0.60373
-0.26287,0.80902,0.52573
0.68819,0.5,0.52573
-0.85065,-7.0069e-08,0.52573
-0.26287,-0.80902,0.52573
0.68819,-0.5,0.52573
-0.083904,0.85198,0.51681
-0.4329,0.73858,0.51681
0.56866,0.63995,0.51681
0.78435,0.34307,0.51681
-0.83621,0.18348,0.51681
-0.83621,-0.18348,0.51681
0.78435,-0.34307,0.51681
0.56866,-0.63995,0.51681
-0.4329,-0.73858,0.51681
-0.083904,-0.85198,0.51681
-0.58824,-0.64307,0.49033
0.097907,0.86602,0.49033
-0.79338,0.36073,0.49033
0.85389,0.1745,0.49033
0.42982,-0.75817,0.49033
0.42982,0.75817,0.49033
-0.58824,0.64307,0.49033
-0.79338,-0.36073,0.49033
0.85389,-0.1745,0.49033
0.097907,-0.86602,0.49033
0.27639,0.85065,0.44721
-0.72361,0.52573,0.44721
0.89443,0,0.44721
-0.72361,-0.52573,0.44721
0.27639,-0.85065,0.44721
-0.1978,0.91189,0.35962
-0.37597,0.854,0.35962
0.69602,0.62147,0.35962
0.80614,0.46991,0.35962
-0.92839,0.093673,0.35962
-0.92839,-0.093673,0.35962
0.80614,-0.46991,0.35962
0.69602,-0.62147,0.35962
-0.37597,-0.854,0.35962
-0.1978,-0.91189,0.35962
-0.55587,0.75696,0.34355
0.54814,0.76257,0.34355
-0.89168,-0.29475,0.34355
0.0047766,0.93912,0.34355
-0.89168,0.29475,0.34355
0.89464,-0.28566,0.34355
0.54814,-0.76257,0.34355
0.0047766,-0.93912,0.34355
0.89464,0.28566,0.34355
-0.55587,-0.75696,0.34355
-0.70164,0.64307,0.30685
0.94563,-0.10785,0.30685
-0.82842,-0.46858,0.30685
0.18965,-0.93267,0.30685
0.39478,0.86602,0.30685
-0.82842,0.46858,0.30685
-0.70164,-0.64308,0.30685
0.18965,0.93267,0.30685
0.94563,0.10785,0.30685
0.39478,-0.86602,0.30685
-0.30353,0.93417,0.18759
0.79465,0.57735,0.18759
-0.98225,1.2029e-16,0.18759
0.79465,-0.57735,0.18759
-0.30353,-0.93417,0.18759
-0.48979,0.854,0.17546
0.66085,0.72972,0.17546
-0.96356,-0.20192,0.17546
0.89822,-0.40301,0.17546
-0.10572,-0.97879,0.17546
-0.48979,-0.854,0.17546
-0.10572,0.97879,0.17546
0.89822,0.40301,0.17546
-0.96356,0.20192,0.17546
0.66085,-0.72972,0.17546
-0.79887,0.58041,0.15791
0.30514,-0.93912,0.15791
0.98745,3.1569e-08,0.15791
-0.79887,-0.58041,0.15791
0.30514,0.93912,0.15791
0.49977,0.85198,0.15608
0.96472,-0.21203,0.15608
-0.9051,-0.39551,0.15608
0.096461,-0.98302,0.15608
-0.65585,0.73858,0.15608
-0.65585,-0.73858,0.15608
0.096461,0.98302,0.15608
-0.9051,0.39551,0.15608
0.96472,0.21203,0.15608
0.49977,-0.85198,0.15608
-0.41011,0.91189,0.01609
-0.99399,-0.10825,0.01609
0.86779,-0.49668,0.01609
-0.20421,-0.97879,0.01609
0.74053,0.67183,0.01609
0.74053,-0.67183,0.01609
0.86779,0.49668,0.01609
-0.20421,0.97879,0.01609
-0.99399,0.10825,0.01609
-0.41011,-0.91189,0.01609
0.58779,0.80902,7.0069e-08
-0.95106,-0.30902,7.0069e-08
-0.58779,0.80902,7.0069e-08
0.95106,-0.30902,7.0069e-08
