0,0,1
0.89443,0,0.44721
0.27639,0.85065,0.44721
-0.72361,0.52573,0.44721
-0.72361,-0.52573,0.44721
0.27639,-0.85065,0.44721
0.83472,0,0.55068
0.25794,0.79386,0.55068
0.75344,0,0.65751
0.23283,0.71657,0.65751
0.64946,0,0.7604
0.20069,0.61767,0.7604
0.52573,0,0.85065
0.16246,0.5,0.85065
0.38967,0,0.92095
0.12042,0.3706,0.92095
0.25115,0,0.96795
0.077609,0.23886,0.96795
0.11925,0,0.99286
0.1662,0.12075,0.97867
0.036849,0.11341,0.99286
0.30717,0.12652,0.94321
0.21525,0.25304,0.94321
0.45138,0.12973,0.88285
0.3618,0.26287,0.89443
0.26287,0.3892,0.88285
0.58779,0.12973,0.79855
0.50673,0.2664,0.81991
0.40995,0.39961,0.81991
0.30502,0.51893,0.79855
0.70626,0.12652,0.69656
0.6382,0.26287,0.72361
0.55001,0.39961,0.73335
0.44721,0.52573,0.72361
0.33857,0.6326,0.69656
0.80102,0.12075,0.58633
0.74737,0.25304,0.61434
0.67209,0.3892,0.62994
0.57783,0.51893,0.62994
0.4716,0.6326,0.61434
0.36237,0.7245,0.58633
0.87157,0.11341,0.47698
0.83105,0.23886,0.5023
0.76987,0.3706,0.51957
0.68819,0.5,0.52573
0.59037,0.61767,0.51957
0.48397,0.71657,0.5023
0.37719,0.79386,0.47698
-0.6753,0.49063,0.55068
-0.60955,0.44286,0.65751
-0.52542,0.38174,0.7604
-0.42533,0.30902,0.85065
-0.31525,0.22904,0.92095
-0.20318,0.14762,0.96795
-0.063482,0.19538,0.97867
-0.096471,0.070091,0.99286
-0.025407,0.33123,0.94321
-0.17414,0.28291,0.94321
0.016101,0.46937,0.88285
-0.1382,0.42533,0.89443
-0.28892,0.37027,0.88285
0.058253,0.59911,0.79855
-0.096777,0.56425,0.81991
-0.25337,0.51338,0.81991
-0.39927,0.45045,0.79855
0.097919,0.71079,0.69656
-0.052786,0.68819,0.72361
-0.21009,0.64658,0.73335
-0.3618,0.58779,0.72361
-0.49701,0.51749,0.69656
0.13269,0.79913,0.58633
-0.0097044,0.78898,0.61434
